,Player,Age,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A,G-PK.1,G+A-PK,xG,npxG,xAG,npxG+xAG,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,#OPA,#OPA/90,/90,Att,Att.1,Att.2,AvgDist,AvgLen,AvgLen.1,Born,CK,Cmp,Cmp%,FK,GA,Launch%,Launch%.1,OG,Opp,PKA,PSxG,PSxG+/-,PSxG/SoT,Rk,Stp,Stp%,Thr,Blocks,Crs,Dead,In,Live,Off,Out,Str,Sw,TB,TI,G-xG,Sh,Sh/90,SoT,SoT/90,np:G-xG,CS,CS%,D,GA90,L,PKm,PKsv,Save%,Saves,SoTA,W,2CrdY,Fld,Fls,Int,Lost,PKcon,PKwon,Recov,TklW,Won,Won%,Dist,G/Sh,SoT%,npxG/Sh,+/-,+/-90,Compl,Min%,Mn/MP,On-Off,On-Off.1,PPM,Subs,onG,onGA,onxG,onxGA,unSub,xG+/-,xG+/-90,Active22,local,Pos_1,Pos_2,Pos_3,Pos_4,Pos_5,Comp_1,Comp_2,Comp_3,Comp_4,TeamWagebins
0,Patrick van Aanholt,26.0,28,25,2184,24.3,5,1,5,0,0,7,0,0.21,0.04,0.25,0.21,0.25,3.1,3.1,2.1,5.2,0.13,0.09,0.21,0.13,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,56.0,276.0,3.0,897.0,3.0,5.0,2.0,2.0,3.0,235.0,1.9,33.0,1.36,11,0.45,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,18,47.0,5.0,0.0,0.0,162.0,32.0,6.0,54.5,23.4,0.15,33.3,0.09,-7.0,-0.29,21.0,63.9,78.0,-0.07,-0.66,1.21,3,31.0,38.0,32.2,34.7,8,-2.5,-0.1,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4
1,Ignazio Abate,30.0,17,11,1057,11.7,1,0,1,0,0,3,0,0.09,0.0,0.09,0.09,0.09,0.2,0.2,0.5,0.7,0.01,0.04,0.06,0.01,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,31.0,119.0,0.0,653.0,4.0,0.0,0.0,2.0,0.0,112.0,0.8,4.0,0.34,2,0.17,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,12,8.0,4.0,0.0,0.0,56.0,17.0,5.0,55.6,17.1,0.25,50.0,0.04,7.0,0.6,7.0,30.9,62.0,0.33,-0.24,1.71,6,17.0,10.0,13.8,11.4,15,2.5,0.21,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5
2,Aymen Abdennour,27.0,8,6,499,5.5,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.02,0.0,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,325.0,1.0,0.0,0.0,3.0,0.0,0.0,-0.1,2.0,0.36,1,0.18,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9,4.0,7.0,0.0,0.0,32.0,3.0,7.0,50.0,11.5,0.0,50.0,0.06,6.0,1.08,4.0,14.6,62.0,0.25,0.53,2.38,2,10.0,4.0,12.0,4.2,18,7.8,1.41,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4
4,Mehdi Abeid,24.0,19,14,1176,13.1,0,1,0,0,0,2,0,0.0,0.08,0.08,0.0,0.08,1.0,1.0,0.3,1.3,0.07,0.02,0.1,0.07,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,17.0,1.0,587.0,1.0,0.0,0.0,5.0,0.0,3.0,-1.0,21.0,1.61,6,0.46,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,29,18.0,16.0,0.0,0.0,93.0,15.0,13.0,44.8,25.2,0.0,28.6,0.05,-8.0,-0.61,9.0,34.4,62.0,-0.21,0.06,1.58,5,17.0,25.0,13.3,20.4,1,-7.1,-0.54,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
5,David Abraham,31.0,27,27,2302,25.6,0,2,0,0,0,3,0,0.0,0.08,0.08,0.0,0.08,0.4,0.4,0.7,1.1,0.01,0.03,0.04,0.01,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,50.0,0.0,1267.0,4.0,0.0,0.0,27.0,0.0,6.0,-0.4,7.0,0.27,1,0.04,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11,40.0,42.0,0.0,0.0,113.0,32.0,78.0,65.0,19.2,0.0,14.3,0.05,-1.0,-0.04,25.0,75.2,85.0,-0.16,0.09,1.41,0,30.0,31.0,30.2,29.3,1,1.0,0.04,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
6,Tammy Abraham,19.0,31,15,1726,19.2,5,1,5,0,0,0,0,0.26,0.05,0.31,0.26,0.31,6.8,6.8,1.6,8.4,0.35,0.08,0.44,0.35,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,13.0,28.0,0.0,286.0,0.0,0.0,0.0,1.0,2.0,1.0,-1.8,42.0,2.19,13,0.68,-1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,15,1.0,58.0,0.0,0.0,41.0,8.0,39.0,40.2,13.1,0.12,31.0,0.16,-16.0,-0.83,9.0,50.5,56.0,-0.2,-0.13,0.81,16,15.0,31.0,16.9,31.8,2,-14.8,-0.77,True,True,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4
7,Amir Abrashi,27.0,12,11,850,9.4,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.7,0.02,0.05,0.07,0.02,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,6.0,0.0,315.0,0.0,0.0,0.0,2.0,0.0,1.0,-0.2,5.0,0.53,0,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,20,19.0,17.0,0.0,0.0,55.0,32.0,17.0,50.0,22.2,0.0,0.0,0.04,-3.0,-0.32,8.0,27.8,71.0,0.54,-0.09,1.0,1,8.0,11.0,7.5,10.0,3,-2.5,-0.26,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
9,Afriyie Acquah,25.0,22,9,951,10.6,1,0,1,0,0,4,2,0.09,0.0,0.09,0.09,0.09,0.4,0.4,0.6,1.0,0.04,0.06,0.1,0.04,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,12.0,8.0,0.0,468.0,2.0,0.0,0.0,1.0,0.0,0.0,0.6,9.0,0.85,3,0.28,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,17,16.0,17.0,0.0,0.0,68.0,6.0,12.0,41.4,24.2,0.11,33.3,0.04,-4.0,-0.38,3.0,27.8,43.0,-0.82,-0.7,1.64,13,13.0,17.0,9.8,15.4,11,-5.6,-0.53,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2
10,Charlie Adam,31.0,11,5,411,4.6,0,0,0,0,1,2,1,0.0,0.0,0.0,0.0,0.0,1.6,0.9,1.2,2.1,0.36,0.27,0.63,0.19,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,30.0,28.0,3.0,252.0,5.0,4.0,3.0,4.0,3.0,4.0,-1.6,9.0,1.97,2,0.44,-0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8,9.0,4.0,0.0,0.0,40.0,5.0,7.0,63.6,31.5,0.0,22.2,0.09,-5.0,-1.09,1.0,12.0,37.0,-0.26,0.15,0.91,6,2.0,7.0,5.4,8.0,21,-2.5,-0.56,False,False,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4
12,Aday,29.0,31,20,1835,20.4,2,0,1,1,2,10,0,0.1,0.0,0.1,0.05,0.05,2.8,1.3,1.6,2.9,0.14,0.08,0.22,0.06,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,134.0,209.0,0.0,835.0,3.0,2.0,0.0,15.0,1.0,190.0,-0.8,31.0,1.52,12,0.59,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,39,25.0,16.0,0.0,0.0,97.0,15.0,37.0,69.8,22.8,0.03,38.7,0.04,-2.0,-0.1,13.0,53.7,59.0,0.3,0.18,1.16,11,29.0,31.0,29.4,27.6,4,1.8,0.09,False,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
13,Khaled Adénon,32.0,34,32,2921,32.5,0,1,0,0,0,9,0,0.0,0.03,0.03,0.0,0.03,0.6,0.6,0.2,0.9,0.02,0.01,0.03,0.02,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,64.0,0.0,1091.0,2.0,0.0,0.0,5.0,1.0,1.0,-0.6,5.0,0.15,1,0.03,-0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,50,65.0,46.0,1.0,0.0,195.0,24.0,64.0,58.2,9.1,0.0,20.0,0.13,-5.0,-0.15,32.0,85.4,86.0,-0.15,-0.83,1.26,2,32.0,37.0,26.4,49.2,2,-22.8,-0.7,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
14,Claud Adjapong,19.0,16,14,1220,13.6,0,0,0,0,0,5,1,0.0,0.0,0.0,0.0,0.0,0.8,0.8,1.1,1.9,0.06,0.08,0.14,0.06,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,27.0,65.0,0.0,442.0,2.0,0.0,0.0,2.0,3.0,63.0,-0.8,14.0,1.03,4,0.3,-0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,24,23.0,15.0,0.0,0.0,80.0,26.0,15.0,50.0,20.7,0.0,28.6,0.06,-9.0,-0.66,12.0,35.7,76.0,0.2,0.02,1.31,2,13.0,22.0,15.9,16.7,8,-0.8,-0.06,False,True,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2
17,Ali Adnan Kadhim,23.0,23,18,1674,18.6,0,1,0,0,0,4,0,0.0,0.05,0.05,0.0,0.05,0.5,0.5,1.7,2.2,0.03,0.09,0.12,0.03,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,88.0,211.0,6.0,671.0,1.0,12.0,0.0,3.0,0.0,173.0,-0.5,12.0,0.65,3,0.16,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,21,41.0,34.0,0.0,0.0,94.0,35.0,51.0,60.0,27.6,0.0,25.0,0.04,-1.0,-0.05,14.0,48.9,73.0,0.67,0.04,1.17,5,28.0,29.0,21.3,24.0,7,-2.6,-0.14,False,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
19,Aritz Aduriz,36.0,33,21,2152,23.9,9,1,6,3,5,5,0,0.38,0.04,0.42,0.25,0.29,11.1,7.6,1.5,9.0,0.47,0.06,0.53,0.32,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,20.0,20.0,0.0,497.0,1.0,0.0,0.0,2.0,2.0,7.0,-2.1,56.0,2.34,23,0.96,-1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,42,3.0,77.0,0.0,0.0,45.0,8.0,99.0,56.3,13.5,0.11,41.1,0.13,2.0,0.08,15.0,62.9,65.0,0.79,0.31,1.12,12,26.0,24.0,29.8,27.4,2,2.4,0.1,False,True,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3
21,Benik Afobe,24.0,17,5,611,6.8,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.6,1.6,0.1,1.8,0.27,0.02,0.3,0.27,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,12.0,0.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6,8.0,1.18,3,0.44,-1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,9,0.0,38.0,0.0,1.0,17.0,3.0,22.0,36.7,8.6,0.0,37.5,0.21,-7.0,-1.03,1.0,17.9,36.0,-0.74,-0.6,1.06,12,5.0,12.0,6.5,12.7,4,-6.2,-1.04,False,False,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4
22,Martin Agirregabiria,21.0,21,20,1828,20.3,0,4,0,0,0,4,0,0.0,0.2,0.2,0.0,0.2,0.1,0.1,1.5,1.6,0.0,0.08,0.08,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,50.0,226.0,0.0,658.0,0.0,0.0,0.0,3.0,2.0,216.0,-0.1,3.0,0.15,1,0.05,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,19,41.0,13.0,0.0,0.0,120.0,33.0,17.0,56.7,36.8,0.0,33.3,0.02,9.0,0.44,19.0,53.5,87.0,1.52,1.0,1.81,1,28.0,19.0,24.2,24.0,4,0.2,0.01,False,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
23,Imanol Agirretxe,30.0,11,2,232,2.6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,0.0,1.2,0.45,0.0,0.45,0.45,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,56.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.2,6.0,2.33,2,0.78,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1,0.0,10.0,0.0,1.0,6.0,0.0,8.0,44.4,10.4,0.0,33.3,0.19,3.0,1.16,1.0,6.8,21.0,1.05,1.03,1.45,9,5.0,2.0,4.7,2.0,5,2.7,1.04,False,True,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3
24,Sergio Agüero,29.0,25,22,1963,21.8,21,6,17,4,4,2,0,0.96,0.28,1.24,0.78,1.05,16.2,13.1,5.6,18.7,0.75,0.26,1.0,0.6,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0,27.0,0.0,620.0,3.0,0.0,0.0,0.0,4.0,3.0,4.8,90.0,4.13,38,1.74,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,10,6.0,19.0,0.0,0.0,59.0,6.0,10.0,34.5,13.9,0.19,42.2,0.15,51.0,2.34,13.0,57.4,79.0,0.61,0.13,2.52,3,63.0,12.0,45.8,13.1,4,32.7,1.5,False,False,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5
25,Ruben Aguilar,24.0,31,27,2459,27.3,0,2,0,0,0,2,0,0.0,0.07,0.07,0.0,0.07,0.7,0.7,3.7,4.4,0.03,0.13,0.16,0.03,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,95.0,349.0,0.0,1187.0,9.0,0.0,0.0,10.0,2.0,338.0,-0.7,16.0,0.59,4,0.15,-0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,29,37.0,35.0,0.0,0.0,174.0,50.0,28.0,44.4,18.6,0.0,25.0,0.05,10.0,0.37,25.0,71.9,79.0,1.02,0.55,1.45,4,30.0,20.0,32.2,25.4,3,6.8,0.25,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
26,Matías Aguirregaray,28.0,15,14,1153,12.8,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.6,1.2,0.05,0.05,0.1,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,19.0,148.0,0.0,546.0,4.0,0.0,0.0,4.0,2.0,126.0,-0.6,9.0,0.7,0,0.0,-0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,19,24.0,17.0,0.0,0.0,87.0,20.0,14.0,45.2,21.1,0.0,0.0,0.07,-10.0,-0.78,10.0,33.7,77.0,0.81,-0.16,0.53,1,7.0,17.0,10.9,23.1,2,-12.2,-0.95,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
27,Jean-Eudes Aholou,23.0,35,35,3006,33.4,5,0,5,0,0,4,0,0.15,0.0,0.15,0.15,0.15,2.2,2.2,1.0,3.3,0.07,0.03,0.1,0.07,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,5.0,22.0,0.0,1332.0,5.0,0.0,0.0,18.0,4.0,3.0,2.8,39.0,1.17,7,0.21,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,46,75.0,47.0,0.0,0.0,261.0,34.0,48.0,50.5,23.8,0.13,17.9,0.06,-17.0,-0.51,30.0,87.9,86.0,0.8,0.01,1.09,0,41.0,58.0,41.1,52.3,0,-11.3,-0.34,True,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
28,Ailton,22.0,5,1,108,1.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.03,0.11,0.14,0.03,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,15.0,0.0,50.0,0.0,0.0,0.0,2.0,0.0,11.0,0.0,1.0,0.83,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3,2.0,2.0,0.0,0.0,9.0,5.0,4.0,66.7,15.0,0.0,0.0,0.03,-1.0,-0.83,0.0,3.5,22.0,-0.86,0.37,0.8,4,1.0,2.0,1.1,0.8,7,0.3,0.26,False,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2
29,Youssef Aït Bennasser,21.0,27,25,2047,22.7,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,1.5,0.03,0.03,0.06,0.03,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11.0,16.0,1.0,1117.0,2.0,0.0,0.0,24.0,5.0,1.0,-0.7,23.0,1.01,3,0.13,-0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,20,32.0,32.0,0.0,0.0,207.0,28.0,23.0,41.8,31.5,0.0,13.0,0.03,-11.0,-0.48,16.0,59.9,76.0,0.43,-0.01,1.22,2,17.0,28.0,23.7,26.9,0,-3.2,-0.14,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
30,Arlind Ajeti,23.0,21,15,1271,14.1,0,1,0,0,0,7,0,0.0,0.07,0.07,0.0,0.07,0.9,0.9,1.0,1.9,0.07,0.07,0.14,0.07,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,13.0,0.0,348.0,1.0,0.0,0.0,2.0,0.0,0.0,-0.9,8.0,0.57,0,0.0,-0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,19,34.0,27.0,1.0,0.0,75.0,23.0,20.0,42.6,19.5,0.0,0.0,0.12,-16.0,-1.13,11.0,37.2,61.0,-0.71,-0.67,0.95,6,12.0,28.0,12.6,27.4,15,-14.8,-1.05,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
31,Manuel Akanji,22.0,11,10,904,10.0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,0.02,0.01,0.03,0.02,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,34.0,0.0,584.0,0.0,0.0,0.0,8.0,0.0,20.0,-0.2,5.0,0.5,2,0.2,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9,7.0,15.0,0.0,0.0,35.0,15.0,14.0,48.3,20.3,0.0,40.0,0.04,0.0,0.0,10.0,29.5,82.0,-0.71,-0.55,1.82,1,15.0,15.0,17.8,14.6,4,3.1,0.31,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
32,Nathan Aké,22.0,38,37,3353,37.3,2,3,2,0,0,5,0,0.05,0.08,0.13,0.05,0.13,1.4,1.4,1.9,3.4,0.04,0.05,0.09,0.04,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,56.0,0.0,1551.0,2.0,0.0,0.0,2.0,0.0,13.0,0.6,18.0,0.48,8,0.21,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,27,48.0,89.0,0.0,0.0,178.0,32.0,104.0,53.9,11.2,0.11,44.4,0.08,-15.0,-0.4,36.0,98.0,88.0,0.94,1.46,1.16,1,44.0,59.0,37.9,56.9,0,-19.0,-0.51,True,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4
33,Ager Aketxe,23.0,3,0,37,0.4,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.15,0.0,0.15,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,5.0,2.0,37.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.1,2.0,4.86,0,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,26.2,0.0,0.0,0.03,1.0,2.43,0.0,1.1,12.0,2.67,0.95,1.67,3,1.0,0.0,1.0,0.7,6,0.4,0.92,False,True,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3
